User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000712,P00243942,M,26-35,0,B,2,0,1,2,15
1000713,P00183242,M,36-45,7,B,3,0,5,15,
1000713,P00106042,M,36-45,7,B,3,0,5,,
1000714,P00304842,M,18-25,4,B,2,0,8,,
1000717,P00327842,M,26-35,11,C,0,0,8,16,
1000718,P00302742,M,18-25,2,C,2,0,8,,
1000720,P00111242,M,18-25,0,B,0,0,1,18,
1000720,P00147942,M,18-25,0,B,0,0,1,16,
1000720,P00343342,M,18-25,0,B,0,0,2,4,
1000721,P00212942,F,36-45,9,B,1,0,5,,
1000721,P00003942,F,36-45,9,B,1,0,5,14,
1000727,P00309242,M,36-45,11,B,4+,1,5,8,
1000728,P00003442,M,26-35,6,C,4+,0,4,5,8
1000728,P00184542,M,26-35,6,C,4+,0,8,13,
1000729,P00115142,M,36-45,12,C,0,0,1,8,17
1000729,P00074442,M,36-45,12,C,0,0,1,16,
1000731,P00196042,M,46-50,3,A,0,1,4,9,15
1000731,P00034842,M,46-50,3,A,0,1,5,14,
1000731,P00251242,M,46-50,3,A,0,1,5,11,
1000731,P00347142,M,46-50,3,A,0,1,5,,
1000732,P00080342,M,26-35,7,B,4+,0,1,6,8
1000733,P00003642,M,36-45,16,C,1,1,8,,
1000733,P00303742,M,36-45,16,C,1,1,8,,
1000735,P00024142,M,26-35,14,A,3,0,8,9,14
1000735,P00231242,M,26-35,14,A,3,0,16,,
1000744,P00054242,M,26-35,17,B,2,0,1,6,14
1000749,P00258342,M,36-45,18,B,0,0,11,,
1000752,P00184442,F,26-35,3,A,3,0,1,6,8
1000752,P00212542,F,26-35,3,A,3,0,8,14,
1000752,P00237142,F,26-35,3,A,3,0,5,,
1000752,P00293042,F,26-35,3,A,3,0,8,,
1000757,P00330242,M,26-35,12,A,1,0,5,,
1000757,P00208042,M,26-35,12,A,1,0,8,,
1000764,P00282142,M,18-25,20,C,2,0,3,4,
1000764,P00233042,M,18-25,20,C,2,0,1,8,
1000764,P00118442,M,18-25,20,C,2,0,1,2,
1000766,P00227742,F,26-35,7,C,3,1,5,14,
1000770,P00142142,M,18-25,4,B,2,1,1,2,15
1000770,P00144242,M,18-25,4,B,2,1,5,14,
1000770,P00127642,M,18-25,4,B,2,1,1,2,15
1000770,P00329542,M,18-25,4,B,2,1,1,15,16
1000770,P00160042,M,18-25,4,B,2,1,1,13,16
1000770,P00227642,M,18-25,4,B,2,1,1,5,14
1000770,P0095842,M,18-25,4,B,2,1,3,4,12
1000774,P00117942,M,18-25,4,A,4+,0,5,15,
1000777,P00156142,M,18-25,19,B,1,0,5,8,
1000777,P00221842,M,18-25,19,B,1,0,1,8,
1000778,P00184942,M,18-25,17,C,4+,0,1,8,17
1000778,P00044442,M,18-25,17,C,4+,0,1,16,
1000780,P00274042,M,26-35,17,B,3,0,1,,
1000780,P00182342,M,26-35,17,B,3,0,1,5,6
1000780,P00220642,M,26-35,17,B,3,0,8,,
1000780,P00019042,M,26-35,17,B,3,0,5,8,14
1000789,P00238542,M,18-25,1,B,3,1,5,14,
1000791,P00323042,M,36-45,7,B,1,0,5,,
1000791,P00145842,M,36-45,7,B,1,0,4,5,
1000795,P00141942,F,36-45,14,B,1,0,5,8,14
1000795,P00144242,F,36-45,14,B,1,0,5,14,
1000796,P00218442,M,51-55,6,B,4+,1,1,,
1000798,P00221142,F,26-35,20,C,1,1,1,,
1000801,P00237642,F,26-35,20,C,4+,0,5,14,
1000802,P00035942,M,26-35,16,B,1,0,1,5,18
1000802,P00206342,M,26-35,16,B,1,0,5,8,
1000802,P00117642,M,26-35,16,B,1,0,10,16,
1000803,P00105142,M,18-25,4,C,0,0,1,2,15
1000805,P00247042,M,36-45,12,B,1,0,5,14,
1000806,P00272942,M,36-45,0,C,3,1,5,,
1000806,P00297242,M,36-45,0,C,3,1,7,,
1000807,P00058242,M,18-25,4,C,2,0,3,4,12
1000811,P00010842,M,51-55,0,A,0,1,8,16,
1000812,P00312742,M,26-35,6,C,2,0,15,,
1000817,P00344742,M,18-25,4,B,2,0,5,,
1000818,P00251242,M,18-25,4,C,2,0,5,11,
1000820,P00037042,M,36-45,7,A,1,0,1,15,
1000823,P00289342,M,26-35,0,C,1,0,5,8,14
1000828,P00234742,M,18-25,4,C,2,0,8,,
1000832,P00003942,M,18-25,2,C,4+,0,5,14,
1000835,P00314642,M,55+,0,C,1,0,15,,
1000838,P00159542,M,51-55,17,C,0,0,10,15,16
1000838,P00030842,M,51-55,17,C,0,0,1,2,15
1000839,P00346142,M,26-35,0,A,2,0,1,15,
1000839,P00270842,M,26-35,0,A,2,0,5,,
1000839,P00148242,M,26-35,0,A,2,0,8,,
1000839,P00079942,M,26-35,0,A,2,0,8,,
1000839,P00332342,M,26-35,0,A,2,0,5,8,
1000843,P00002142,M,26-35,7,B,2,1,1,5,8
1000850,P00119142,M,36-45,0,A,3,1,3,4,12
1000850,P00223542,M,36-45,0,A,3,1,1,8,17
1000851,P00220442,M,18-25,4,B,1,0,5,14,
1000853,P00127342,M,26-35,17,B,4+,0,1,2,15
1000853,P00244142,M,26-35,17,B,4+,0,1,2,15
1000854,P00059142,F,26-35,16,B,1,0,8,14,
1000854,P00125542,F,26-35,16,B,1,0,6,16,
1000854,P00000142,F,26-35,16,B,1,0,3,4,5
1000855,P00188442,F,18-25,2,A,2,1,5,7,
1000855,P00292942,F,18-25,2,A,2,1,5,14,
1000857,P00119342,M,36-45,17,C,3,1,10,13,
1000861,P00362342,M,26-35,7,C,0,0,5,,
1000862,P00366942,M,36-45,7,A,0,1,8,,
1000862,P00208542,M,36-45,7,A,0,1,8,,
1000863,P00319442,M,26-35,7,C,4+,0,8,,
1000863,P00334242,M,26-35,7,C,4+,0,1,8,
1000869,P00289242,M,18-25,20,A,4+,1,1,8,
1000869,P00026142,M,18-25,20,A,4+,1,5,,
1000872,P00281742,M,51-55,1,B,3,1,5,8,18
1000872,P00078642,M,51-55,1,B,3,1,4,5,
1000873,P00090942,M,55+,6,C,3,1,1,2,14
1000873,P00008142,M,55+,6,C,3,1,8,,
1000877,P00294242,M,26-35,0,B,1,1,4,5,
1000877,P00122442,M,26-35,0,B,1,1,1,11,15
1000878,P00145042,M,18-25,2,C,2,0,1,2,5
1000881,P00009142,M,18-25,14,A,1,0,5,14,
1000881,P00001442,M,18-25,14,A,1,0,8,,
1000881,P00138342,M,18-25,14,A,1,0,8,14,
1000885,P00028842,M,36-45,0,A,2,0,6,8,
1000889,P00105342,M,46-50,20,A,1,0,1,2,15
1000889,P00102642,M,46-50,20,A,1,0,4,8,9
1000889,P0099342,M,46-50,20,A,1,0,5,8,
1000889,P00115242,M,46-50,20,A,1,0,5,8,
1000889,P00286642,M,46-50,20,A,1,0,11,14,
1000889,P00006342,M,46-50,20,A,1,0,5,14,
1000889,P00061442,M,46-50,20,A,1,0,17,,
1000889,P0098742,M,46-50,20,A,1,0,8,,
1000890,P0094142,M,18-25,4,C,4+,0,4,5,
1000897,P00005742,M,26-35,6,B,4+,0,8,14,
1000897,P00217742,M,26-35,6,B,4+,0,5,14,
1000899,P00010342,F,26-35,1,B,3,1,8,14,
1000905,P00275842,F,46-50,12,C,1,0,2,9,15
1000905,P00022642,F,46-50,12,C,1,0,5,8,
1000910,P00343742,F,51-55,0,B,1,1,8,,
1000911,P00313842,M,51-55,0,B,3,1,1,2,17
1000911,P00250842,M,51-55,0,B,3,1,8,,
1000914,P00028842,F,36-45,9,C,2,0,6,8,
1000919,P00287342,F,36-45,1,C,1,0,5,,
1000919,P00182742,F,36-45,1,C,1,0,1,2,14
1000919,P00303742,F,36-45,1,C,1,0,8,,
1000921,P00271142,M,26-35,17,B,1,0,5,,
1000922,P00121142,M,55+,16,B,2,1,8,,
1000925,P00121642,F,36-45,3,A,2,0,5,14,
1000925,P00083942,F,36-45,3,A,2,0,12,14,
1000929,P00120042,M,26-35,15,A,1,0,1,2,
1000930,P00004542,M,26-35,5,C,1,1,5,8,
1000931,P00044442,F,55+,1,C,0,0,1,16,
1000934,P00317842,F,36-45,7,A,0,0,8,,
1000937,P00361242,M,26-35,15,A,2,1,16,,
1000937,P00280442,M,26-35,15,A,2,1,11,,
1000937,P00106042,M,26-35,15,A,2,1,5,,
1000939,P00178642,F,26-35,20,C,2,0,5,15,
1000939,P00184042,F,26-35,20,C,2,0,1,8,
1000939,P00354342,F,26-35,20,C,2,0,5,11,
1000945,P00188742,M,46-50,7,C,3,0,8,14,17
1000950,P00187342,M,36-45,7,C,4+,1,4,5,15
1000952,P00303742,M,55+,16,C,0,1,8,,
1000952,P00058042,M,55+,16,C,0,1,8,16,
1000954,P00207142,F,26-35,0,B,1,1,1,6,
1000955,P00262342,F,51-55,7,B,1,1,15,16,
1000955,P00093242,F,51-55,7,B,1,1,8,,
1000955,P00003942,F,51-55,7,B,1,1,5,14,
1000957,P00365642,M,36-45,1,C,2,1,5,8,
1000957,P00069042,M,36-45,1,C,2,1,3,,
1000959,P00144642,M,51-55,11,C,1,0,1,15,16
1000966,P00003042,M,55+,2,C,4+,0,8,,
1000968,P00003242,M,51-55,12,A,4+,1,8,15,
1000970,P00328042,M,26-35,0,B,4+,1,8,14,
1000970,P00143342,M,26-35,0,B,4+,1,1,14,16
1000971,P00034042,M,26-35,12,B,2,1,1,2,16
1000973,P00110842,F,26-35,1,C,1,1,1,2,5
1000973,P00058042,F,26-35,1,C,1,1,8,16,
1000975,P00120542,M,36-45,0,B,2,1,8,14,
1000980,P00230242,M,26-35,6,C,2,1,3,15,
1000980,P00182142,M,26-35,6,C,2,1,1,5,6
1000981,P00249642,M,26-35,20,B,2,1,3,5,
1000983,P00201342,F,26-35,16,C,2,1,1,2,9
1000984,P00123742,M,51-55,16,A,2,1,11,,
1000984,P00271042,M,51-55,16,A,2,1,6,16,
1000993,P00010742,M,26-35,0,C,1,0,1,8,17
1000998,P00017042,M,46-50,20,A,0,1,8,,
1000999,P00009342,M,26-35,15,B,2,0,1,16,
1001004,P00015342,M,26-35,3,B,2,0,2,4,
1001010,P00093242,M,26-35,0,A,1,0,8,,
1001012,P00103042,F,36-45,1,C,0,0,1,14,
1001015,P00114042,M,36-45,3,A,4+,1,5,14,
1001015,P00300342,M,36-45,3,A,4+,1,8,,
1001015,P00331442,M,36-45,3,A,4+,1,8,,
1001015,P00200342,M,36-45,3,A,4+,1,16,,
1001017,P00274942,M,36-45,0,B,2,0,8,,
1001017,P00232342,M,36-45,0,B,2,0,11,,
1001017,P00181142,M,36-45,0,B,2,0,11,,
1001019,P00319142,M,36-45,1,A,4+,1,5,14,
1001019,P00206042,M,36-45,1,A,4+,1,5,,
1001019,P00323542,M,36-45,1,A,4+,1,8,18,
1001021,P00322942,M,36-45,0,C,3,0,2,8,16
1001023,P00319042,M,55+,13,C,2,1,5,,
1001024,P00085242,F,36-45,1,C,1,0,8,14,17
1001031,P00120042,M,36-45,16,C,2,1,1,2,
1001033,P00057642,M,26-35,5,B,1,0,1,15,16
1001035,P00201442,M,18-25,2,C,1,1,1,6,8
1001037,P00309942,M,46-50,7,C,1,1,5,,
1001040,P00331942,M,26-35,11,C,1,1,5,,
1001040,P00025442,M,26-35,11,C,1,1,1,2,9
1001049,P00184942,M,46-50,14,C,3,1,1,8,17
1001050,P00006142,M,26-35,1,B,1,0,8,,
1001051,P00050142,F,26-35,0,A,0,1,5,,
1001051,P00040942,F,26-35,0,A,0,1,16,,
1001053,P00202742,M,36-45,0,C,2,1,5,13,14
1001055,P00251242,M,36-45,0,A,1,1,5,11,
1001061,P00240042,M,46-50,0,C,0,1,5,,
1001064,P00114142,M,26-35,7,C,1,0,8,,
1001064,P00178942,M,26-35,7,C,1,0,5,8,
1001065,P00010742,F,26-35,0,B,3,0,1,8,17
1001065,P00328042,F,26-35,0,B,3,0,8,14,
1001068,P00261842,F,18-25,4,B,2,0,2,14,
1001068,P00092242,F,18-25,4,B,2,0,5,8,
1001069,P00250842,M,26-35,20,A,4+,0,8,,
1001069,P00148742,M,26-35,20,A,4+,0,8,17,
1001071,P00331042,M,51-55,16,C,0,0,5,8,
1001071,P00120042,M,51-55,16,C,0,0,1,2,
1001071,P00261842,M,51-55,16,C,0,0,2,14,
1001072,P00313542,F,36-45,7,C,2,0,5,8,
1001073,P00112842,F,26-35,6,C,4+,0,8,17,
1001074,P00307142,M,46-50,17,A,4+,1,8,,
1001074,P00323742,M,46-50,17,A,4+,1,8,,
1001077,P00119242,M,26-35,3,A,1,0,18,,
1001077,P00111442,M,26-35,3,A,1,0,8,,
1001080,P00333042,M,55+,7,C,1,1,5,8,
1001084,P00046142,M,0-17,19,C,0,0,1,16,
1001086,P00145442,M,18-25,4,A,2,0,8,15,
1001086,P00070542,M,18-25,4,A,2,0,3,15,
1001086,P00121142,M,18-25,4,A,2,0,8,,
1001086,P00113942,M,18-25,4,A,2,0,8,,
1001087,P00270942,M,26-35,16,B,1,0,1,2,15
1001087,P00365642,M,26-35,16,B,1,0,5,8,
1001088,P00368642,F,0-17,10,A,3,0,11,15,
1001088,P00188742,F,0-17,10,A,3,0,8,14,17
1001088,P00153642,F,0-17,10,A,3,0,8,,
1001091,P00059842,M,18-25,5,C,0,0,5,,
1001094,P00219942,F,18-25,0,C,1,0,6,16,
1001096,P00028842,M,0-17,10,C,1,0,6,8,
1001097,P00042542,M,18-25,17,A,4+,0,1,5,
1001099,P00057642,M,26-35,17,C,4+,0,1,15,16
1001100,P00000142,M,26-35,0,B,0,1,3,4,5
1001100,P00195742,M,26-35,0,B,0,1,3,4,
1001100,P00190242,M,26-35,0,B,0,1,4,5,
1001100,P00188042,M,26-35,0,B,0,1,5,,
1001101,P00181942,M,36-45,1,A,1,0,11,,
1001101,P00279442,M,36-45,1,A,1,0,16,,
1001111,P00264042,F,51-55,16,C,1,1,4,,
1001112,P00279442,M,18-25,6,A,4+,0,16,,
1001112,P00293242,M,18-25,6,A,4+,0,8,16,
1001112,P00035542,M,18-25,6,A,4+,0,3,4,12
1001113,P00265242,M,18-25,4,B,3,0,5,8,
1001113,P00108842,M,18-25,4,B,3,0,5,15,
1001113,P00198742,M,18-25,4,B,3,0,1,2,11
1001114,P00186142,F,18-25,9,A,2,0,1,2,4
1001117,P00015442,M,18-25,14,B,3,0,8,,
1001117,P00100842,M,18-25,14,B,3,0,5,,
1001117,P00271142,M,18-25,14,B,3,0,5,,
1001120,P00003942,M,18-25,4,A,0,1,5,14,
1001120,P00147742,M,18-25,4,A,0,1,1,16,
1001121,P00147742,M,55+,7,C,4+,1,1,16,
1001121,P00184942,M,55+,7,C,4+,1,1,8,17
1001121,P00022442,M,55+,7,C,4+,1,8,16,
1001124,P00177642,M,26-35,2,B,4+,1,8,,
1001124,P00118742,M,26-35,2,B,4+,1,5,11,
1001125,P00332842,F,18-25,4,B,2,0,4,5,
1001125,P00210642,F,18-25,4,B,2,0,8,14,
1001125,P00178242,F,18-25,4,B,2,0,8,,
1001128,P00051442,M,26-35,1,A,2,0,8,17,
1001128,P00117742,M,26-35,1,A,2,0,8,,
1001130,P00298442,M,18-25,7,C,1,0,16,,
1001130,P00343042,M,18-25,7,C,1,0,5,18,
1001131,P00007242,M,55+,13,C,4+,1,8,12,
1001132,P00113142,M,18-25,12,A,1,1,1,5,12
1001134,P00116542,M,18-25,20,C,1,0,5,17,
1001135,P00233842,M,51-55,13,C,1,1,1,15,
1001135,P00183342,M,51-55,13,C,1,1,5,15,18
1001135,P00345942,M,51-55,13,C,1,1,8,15,
1001137,P00310242,M,18-25,4,B,4+,0,7,,
1001137,P00002442,M,18-25,4,B,4+,0,8,15,
1001137,P00302842,M,18-25,4,B,4+,0,8,13,
1001137,P0099342,M,18-25,4,B,4+,0,5,8,
1001139,P00059442,M,26-35,1,C,2,0,6,8,16
1001140,P00187642,F,46-50,2,B,2,1,2,4,
1001140,P00245342,F,46-50,2,B,2,1,11,,
1001140,P00367742,F,46-50,2,B,2,1,11,15,
1001143,P00118042,M,51-55,7,C,4+,1,8,,
1001143,P00085442,M,51-55,7,C,4+,1,12,14,
1001146,P00225942,F,18-25,16,B,2,1,11,,
1001146,P00015942,F,18-25,16,B,2,1,6,10,13
1001147,P00083442,M,26-35,20,B,3,1,8,,
1001147,P00354442,M,26-35,20,B,3,1,5,,
1001149,P00182742,M,26-35,12,A,1,1,1,2,14
1001150,P00171342,F,26-35,20,A,1,0,13,16,
1001150,P00154642,F,26-35,20,A,1,0,8,,
1001150,P00084542,F,26-35,20,A,1,0,5,,
1001150,P00258442,F,26-35,20,A,1,0,5,,
1001150,P00337942,F,26-35,20,A,1,0,5,,
1001150,P00020142,F,26-35,20,A,1,0,7,,
1001150,P00025442,F,26-35,20,A,1,0,1,2,9
1001150,P00120542,F,26-35,20,A,1,0,8,14,
1001151,P00117442,M,26-35,15,C,2,1,5,14,
1001153,P00139542,M,18-25,10,C,0,0,5,,
1001155,P00025442,M,26-35,12,C,0,0,1,2,9
1001159,P00265242,M,18-25,0,C,3,1,5,8,
1001164,P00249442,F,26-35,19,A,1,1,5,8,14
1001164,P00223442,F,26-35,19,A,1,1,5,8,14
1001164,P00205442,F,26-35,19,A,1,1,5,8,14
1001166,P00145042,M,55+,6,C,3,1,1,2,5
1001167,P00242742,F,51-55,1,B,1,1,1,2,9
1001168,P00234842,F,26-35,0,A,1,1,5,6,16
1001172,P00042742,F,26-35,0,A,2,1,5,14,
1001172,P00052642,F,26-35,0,A,2,1,5,14,
1001172,P00102042,F,26-35,0,A,2,1,5,,
1001172,P00180142,F,26-35,0,A,2,1,11,,
1001176,P00233542,M,55+,1,C,1,1,1,15,
1001179,P00355142,M,51-55,1,B,2,1,1,15,
1001181,P00046742,M,36-45,7,A,3,1,1,2,15
1001181,P00197942,M,36-45,7,A,3,1,6,11,
1001181,P00287642,M,36-45,7,A,3,1,8,17,
1001181,P00280842,M,36-45,7,A,3,1,1,8,
1001181,P00065242,M,36-45,7,A,3,1,2,3,4
1001181,P00205642,M,36-45,7,A,3,1,5,8,
1001181,P00222642,M,36-45,7,A,3,1,5,,
1001181,P00050142,M,36-45,7,A,3,1,5,,
1001181,P00274342,M,36-45,7,A,3,1,2,8,14
1001182,P00106042,M,0-17,10,B,3,0,5,,
1001182,P0095842,M,0-17,10,B,3,0,3,4,12
1001183,P00210942,M,36-45,19,B,1,0,5,12,
1001187,P00145442,F,0-17,0,A,2,0,8,15,
1001194,P00251942,F,26-35,1,B,1,1,1,2,5
1001194,P00029242,F,26-35,1,B,1,1,8,,
1001194,P00179042,F,26-35,1,B,1,1,11,,
1001202,P00003242,M,36-45,12,B,0,0,8,15,
1001202,P00346342,M,36-45,12,B,0,0,1,15,
1001202,P00192542,M,36-45,12,B,0,0,1,2,9
1001203,P00303542,F,26-35,1,A,3,0,5,,
1001203,P00262342,F,26-35,1,A,3,0,15,16,
1001204,P00265542,M,26-35,7,B,4+,0,5,8,
1001209,P00221542,M,36-45,7,C,1,1,5,15,
1001211,P00115442,M,18-25,4,A,1,0,8,,
1001211,P00343042,M,18-25,4,A,1,0,5,18,
1001211,P00117942,M,18-25,4,A,1,0,5,15,
1001213,P00343042,M,51-55,0,A,1,0,5,18,
1001217,P00114942,M,26-35,12,A,3,0,1,15,16
1001218,P00073642,M,55+,15,B,0,1,8,,
1001218,P00190342,M,55+,15,B,0,1,4,12,
1001220,P00133842,M,0-17,10,A,3,0,8,,
1001221,P00139942,M,18-25,0,B,1,0,5,,
1001223,P00003442,M,26-35,2,C,4+,0,4,5,8
1001224,P00210942,M,51-55,13,B,4+,0,5,12,
1001224,P00100642,M,51-55,13,B,4+,0,5,15,
1001224,P00003242,M,51-55,13,B,4+,0,8,15,
1001224,P00242742,M,51-55,13,B,4+,0,1,2,9
1001228,P00025442,M,26-35,1,C,4+,1,1,2,9
1001230,P00127542,M,26-35,11,B,2,0,1,2,15
1001231,P00031042,M,26-35,12,C,1,0,8,,
1001231,P00141442,M,26-35,12,C,1,0,8,14,
1001231,P00142942,M,26-35,12,C,1,0,1,2,16
1001237,P00293142,M,18-25,4,C,1,1,5,,
1001241,P00000342,M,0-17,10,B,1,0,5,14,
1001242,P00145942,F,36-45,0,A,0,1,6,8,13
1001242,P00248742,F,36-45,0,A,0,1,5,,
1001243,P00265242,M,36-45,15,B,4+,1,5,8,
1001244,P00027142,M,26-35,4,A,4+,1,8,,
1001246,P00330342,M,18-25,4,A,2,0,5,11,16
1001246,P00024642,M,18-25,4,A,2,0,5,14,
1001246,P00111142,M,18-25,4,A,2,0,1,15,16
1001246,P00220242,M,18-25,4,A,2,0,3,12,
1001255,P00177142,M,26-35,17,A,4+,0,8,13,
1001260,P00054242,M,26-35,17,B,0,0,1,6,14
1001261,P00350442,M,18-25,4,C,2,0,2,3,15
1001264,P00184042,M,26-35,1,A,3,0,1,8,
1001264,P00220342,M,26-35,1,A,3,0,5,,
1001265,P00204342,F,18-25,20,B,0,1,15,16,
1001266,P00119142,M,26-35,4,B,0,1,3,4,12
1001266,P00354142,M,26-35,4,B,0,1,6,8,
1001266,P00220242,M,26-35,4,B,0,1,3,12,
1001267,P00184142,M,26-35,15,C,1,0,8,14,
1001268,P00299142,M,51-55,2,B,1,1,5,,
1001273,P00102442,M,36-45,2,C,3,1,8,,
1001273,P00319342,M,36-45,2,C,3,1,5,8,
1001275,P00273742,M,51-55,17,C,1,1,1,17,
1001279,P00265242,M,36-45,1,A,2,0,5,8,
1001279,P00154742,M,36-45,1,A,2,0,8,14,16
1001281,P00003242,M,26-35,19,C,1,0,8,15,
1001284,P00061142,M,46-50,16,A,1,1,8,16,
1001284,P00300942,M,46-50,16,A,1,1,16,,
1001284,P00016542,M,46-50,16,A,1,1,1,6,16
1001284,P00007542,M,46-50,16,A,1,1,15,16,
1001285,P00330642,M,36-45,4,A,0,1,5,,
1001285,P00110042,M,36-45,4,A,0,1,5,14,
1001285,P00207942,M,36-45,4,A,0,1,6,8,
1001285,P00153642,M,36-45,4,A,0,1,8,,
1001285,P00265342,M,36-45,4,A,0,1,7,,
1001285,P00233742,M,36-45,4,A,0,1,1,15,
1001288,P00303742,F,36-45,19,C,1,0,8,,
1001291,P0097742,F,36-45,0,A,3,0,8,,
1001297,P00277642,M,26-35,7,A,4+,0,2,3,10
1001297,P00056142,M,26-35,7,A,4+,0,5,8,
1001297,P00233842,M,26-35,7,A,4+,0,1,15,
1001298,P00058042,M,36-45,6,B,4+,0,8,16,
1001299,P00181842,M,26-35,14,B,1,0,11,,
1001300,P00223642,M,0-17,10,C,3,0,11,15,
1001305,P00015742,M,46-50,20,B,4+,1,7,,
1001306,P00120142,M,26-35,3,B,3,0,5,,
1001311,P00237542,M,18-25,10,C,1,0,1,15,16
1001314,P00335242,F,18-25,4,C,0,0,5,8,
1001314,P00196442,F,18-25,4,C,0,0,5,,
1001317,P00268542,M,46-50,7,B,3,1,5,,
1001317,P00121442,M,46-50,7,B,3,1,8,,
1001321,P00102542,F,26-35,14,C,3,1,8,,
1001321,P00253242,F,26-35,14,C,3,1,5,,
1001322,P00176942,M,55+,0,A,0,0,5,,
1001322,P00243942,M,55+,0,A,0,0,1,2,15
1001323,P00084442,F,36-45,2,C,1,0,13,16,
1001324,P00300042,M,36-45,16,B,3,0,16,,
1001325,P00100442,M,26-35,1,B,1,1,2,4,5
1001327,P00053842,M,0-17,10,B,0,0,4,5,12
1001329,P00135742,M,18-25,14,B,3,0,6,8,
1001329,P00127242,M,18-25,14,B,3,0,1,16,
1001329,P00250942,M,18-25,14,B,3,0,11,16,
1001333,P00349942,M,26-35,17,A,4+,0,1,5,
1001333,P00054242,M,26-35,17,A,4+,0,1,6,14
1001333,P00249742,M,26-35,17,A,4+,0,1,15,18
1001335,P00165742,M,36-45,0,C,1,0,8,16,
1001339,P00085942,M,36-45,18,C,2,0,2,4,8
1001340,P00312742,M,26-35,7,A,2,0,15,,
1001340,P00304942,M,26-35,7,A,2,0,6,8,
1001340,P00033542,M,26-35,7,A,2,0,5,,
1001343,P00266042,M,36-45,14,B,3,0,8,,
1001344,P00260042,F,26-35,9,C,4+,0,5,8,
1001345,P00006942,F,26-35,2,C,1,1,1,5,6
1001345,P00052442,F,26-35,2,C,1,1,5,8,
1001347,P00358742,F,18-25,1,C,0,0,5,,
1001348,P00201442,F,0-17,10,A,3,0,1,6,8
1001352,P00358042,M,36-45,20,B,2,0,8,,
1001354,P00170642,F,26-35,2,B,3,0,5,8,
1001356,P00330342,F,18-25,4,B,2,0,5,11,16
1001356,P00249642,F,18-25,4,B,2,0,3,5,
1001362,P00241442,M,36-45,12,B,0,0,2,15,
1001366,P0097242,M,0-17,10,C,0,0,1,16,
1001366,P00368442,M,0-17,10,C,0,0,11,,
1001367,P00190542,M,26-35,12,C,1,0,3,4,
1001367,P00034742,M,26-35,12,C,1,0,5,14,17
1001369,P00128942,M,26-35,5,B,1,1,1,11,
1001369,P00199442,M,26-35,5,B,1,1,5,9,
1001369,P00034742,M,26-35,5,B,1,1,5,14,17
1001370,P00159542,M,36-45,2,C,2,1,10,15,16
1001374,P00126142,M,51-55,1,B,3,0,8,16,
1001377,P00227142,M,36-45,16,B,3,1,5,,
1001377,P00196542,M,36-45,16,B,3,1,5,8,14
1001377,P00080042,M,36-45,16,B,3,1,5,14,
1001377,P00043242,M,36-45,16,B,3,1,5,,
1001377,P00026942,M,36-45,16,B,3,1,5,,
1001377,P00046142,M,36-45,16,B,3,1,1,16,
1001383,P00205442,F,26-35,7,A,1,0,5,8,14
1001383,P0095842,F,26-35,7,A,1,0,3,4,12
1001383,P00315542,F,26-35,7,A,1,0,5,,
1001383,P00021642,F,26-35,7,A,1,0,8,14,
1001387,P00116542,F,51-55,13,B,1,1,5,17,
1001387,P00108542,F,51-55,13,B,1,1,5,8,14
1001389,P00079642,M,26-35,17,B,4+,1,8,,
1001389,P00212042,M,26-35,17,B,4+,1,13,15,
1001390,P00223242,M,36-45,16,C,3,1,5,14,
1001390,P00151742,M,36-45,16,C,3,1,8,15,16
1001391,P00224242,M,36-45,15,C,0,1,8,,
1001391,P00067942,M,36-45,15,C,0,1,5,14,
1001391,P00251242,M,36-45,15,C,0,1,5,11,
1001391,P00121642,M,36-45,15,C,0,1,5,14,
1001395,P00022942,M,26-35,2,B,1,1,5,8,
1001396,P00101842,F,26-35,12,A,4+,1,6,16,
1001399,P00309142,M,18-25,17,C,1,0,1,16,
1001407,P0096442,F,36-45,15,A,1,1,4,5,12
1001407,P00150542,F,36-45,15,A,1,1,5,,
1001407,P00051442,F,36-45,15,A,1,1,8,17,
1001408,P00010942,M,26-35,0,B,1,1,1,2,6
1001410,P00086042,M,51-55,7,B,3,1,8,14,17
1001415,P00117442,M,46-50,14,C,1,0,5,14,
1001415,P00086442,M,46-50,14,C,1,0,8,13,15
1001415,P00129542,M,46-50,14,C,1,0,8,14,
1001422,P00193042,M,36-45,17,B,3,0,5,6,16
1001423,P00330642,M,26-35,4,C,2,1,5,,
1001425,P00146042,M,0-17,10,B,1,0,1,13,15
1001425,P00245642,M,0-17,10,B,1,0,5,11,12
1001426,P00057942,M,18-25,14,B,3,0,1,2,6
1001426,P00120242,M,18-25,14,B,3,0,8,,
1001426,P00291042,M,18-25,14,B,3,0,8,,
1001426,P00346142,M,18-25,14,B,3,0,1,15,
1001432,P00080342,M,36-45,1,C,2,1,1,6,8
1001441,P00010742,M,36-45,16,C,3,1,1,8,17
1001441,P00036342,M,36-45,16,C,3,1,5,8,
1001441,P00028742,M,36-45,16,C,3,1,5,14,
1001442,P00022642,M,18-25,2,A,3,0,5,8,
1001447,P00109542,M,18-25,4,A,0,0,8,14,17
1001447,P00155142,M,18-25,4,A,0,0,1,16,
1001447,P00192342,M,18-25,4,A,0,0,2,4,
